auctionId,title,url,location,Current Bid,Bid Increment,Number of Bids,Minimum Bid,status,Auction Start DateTime,Auction End DateTime,Bid Deposit,PIN,Legal Description,Address,Parcel Map,GIS,Add'l Information,Total Assessed Values,Zoning Type,rating,Update Message,IRS Liens
1080181,"Santa Cruz County, CA: PIN: 087-091-04",<a target='_blank' href='https://www.bid4assets.com/mvc/auction/1080181'>Link</a>,18840 HWY 9 CA,"$29,300",$100,0,"$29,300",In Preview,03-03-23 11:00 AM ET,03-07-23 02:45 PM ET,"$3,035",087-091-04,"<a href=""https://www.bid4assets.com/mvc/info/sfid11629/Legals/087-091-04.pdf"" target=""_blank"">Click here</a>","18840 HWY 9, CA","<a target=""_blank"" href=""https://www.bid4assets.com/mvc/info/sfid11629/Maps/087-091-04.pdf"">View Parcel Map</a>","<a target=""_blank"" href=""https://gis.santacruzcounty.us/gisweb/"">View GIS</a>","Assessed Values - <a href=""http://sccounty01.co.santa-cruz.ca.us/ASR/ParcelList/linkHREF?txtAPN=08709104&amp;outSide=true"" target=""_blank"">Click here</a>Taxes - <a href=""http://ttc.co.santa-cruz.ca.us/TaxBills/"" target=""_blank"">Click here</a>","$150,864.00",020-SINGLE RESIDENCE,
1080182,"Santa Cruz County, CA: PIN: 087-121-13",<a target='_blank' href='https://www.bid4assets.com/mvc/auction/1080182'>Link</a>,531 ECHO LN CA,"$5,500",$100,0,"$5,500",In Preview,03-03-23 11:00 AM ET,03-07-23 02:45 PM ET,"$3,035",087-121-13,"<a href=""https://www.bid4assets.com/mvc/info/sfid11629/Legals/087-121-13.pdf"" target=""_blank"">Click here</a>","531 ECHO LN, CA","<a target=""_blank"" href=""https://www.bid4assets.com/mvc/info/sfid11629/Maps/087-121-13.pdf"">View Parcel Map</a>","<a target=""_blank"" href=""https://gis.santacruzcounty.us/gisweb/"">View GIS</a>","Assessed Values - <a href=""http://sccounty01.co.santa-cruz.ca.us/ASR/ParcelList/linkHREF?txtAPN=08712113&amp;outSide=true"" target=""_blank"">Click here</a>Taxes - <a href=""http://ttc.co.santa-cruz.ca.us/TaxBills/"" target=""_blank"">Click here</a>","$28,313.00",011-UNBUILDABLE LOT,
1080183,"Santa Cruz County, CA: PIN: 090-192-03",<a target='_blank' href='https://www.bid4assets.com/mvc/auction/1080183'>Link</a>,1020 NINA CT CA,"$6,300",$100,0,"$6,300",In Preview,03-03-23 11:00 AM ET,03-07-23 02:45 PM ET,"$3,035",090-192-03,"<a href=""https://www.bid4assets.com/mvc/info/sfid11629/Legals/090-192-03.pdf"" target=""_blank"">Click here</a>","1020 NINA CT, CA","<a target=""_blank"" href=""https://www.bid4assets.com/mvc/info/sfid11629/Maps/090-192-03.pdf"">View Parcel Map</a>","<a target=""_blank"" href=""https://gis.santacruzcounty.us/gisweb/"">View GIS</a>","Assessed Values - <a href=""http://sccounty01.co.santa-cruz.ca.us/ASR/ParcelList/linkHREF?txtAPN=09019203&amp;outSide=true"" target=""_blank"">Click here</a>Taxes - <a href=""http://ttc.co.santa-cruz.ca.us/TaxBills/"" target=""_blank"">Click here</a>","$45,247.00",050-LOT/RURAL ZONE,
1080184,"Santa Cruz County, CA: PIN: 091-012-69",<a target='_blank' href='https://www.bid4assets.com/mvc/auction/1080184'>Link</a>,CA,"$9,000",$100,0,"$9,000",In Preview,03-03-23 11:00 AM ET,03-07-23 02:45 PM ET,"$3,035",091-012-69,"<a href=""https://www.bid4assets.com/mvc/info/sfid11629/Legals/091-012-69.pdf"" target=""_blank"">Click here</a>",CA,"<a target=""_blank"" href=""https://www.bid4assets.com/mvc/info/sfid11629/Maps/091-012-69.pdf"">View Parcel Map</a>","<a target=""_blank"" href=""https://gis.santacruzcounty.us/gisweb/"">View GIS</a>","Assessed Values - <a href=""http://sccounty01.co.santa-cruz.ca.us/ASR/ParcelList/linkHREF?txtAPN=09101269&amp;outSide=true"" target=""_blank"">Click here</a>Taxes - <a href=""http://ttc.co.santa-cruz.ca.us/TaxBills/"" target=""_blank"">Click here</a>","$10,866.00",052-5-19.9 ACRE/RURAL,
1080185,"Santa Cruz County, CA: PIN: 092-255-09",<a target='_blank' href='https://www.bid4assets.com/mvc/auction/1080185'>Link</a>,CA,"$1,000",$100,0,"$1,000",In Preview,03-03-23 11:00 AM ET,03-07-23 02:45 PM ET,"$3,035",092-255-09,"<a href=""https://www.bid4assets.com/mvc/info/sfid11629/Legals/092-255-09 Corrected.pdf"" target=""_blank"">Click here</a>",CA,"<a target=""_blank"" href=""https://www.bid4assets.com/mvc/info/sfid11629/Maps/092-255-09.pdf"">View Parcel Map</a>","<a target=""_blank"" href=""https://gis.santacruzcounty.us/gisweb/"">View GIS</a>","Assessed Values - <a href=""http://sccounty01.co.santa-cruz.ca.us/ASR/ParcelList/linkHREF?txtAPN=09225509&amp;outSide=true"" target=""_blank"">Click here</a>Taxes - <a href=""http://ttc.co.santa-cruz.ca.us/TaxBills/"" target=""_blank"">Click here</a>","$2,248.00",011-UNBUILDABLE LOT,
1080186,"Santa Cruz County, CA: PIN: 092-273-07",<a target='_blank' href='https://www.bid4assets.com/mvc/auction/1080186'>Link</a>,CA,"$1,000",$100,0,"$1,000",In Preview,03-03-23 11:00 AM ET,03-07-23 03:00 PM ET,"$3,035",092-273-07,"<a href=""https://www.bid4assets.com/mvc/info/sfid11629/Legals/092-273-07 Corrected.pdf"" target=""_blank"">Click here</a>",CA,"<a target=""_blank"" href=""https://www.bid4assets.com/mvc/info/sfid11629/Maps/092-273-07.pdf"">View Parcel Map</a>","<a target=""_blank"" href=""https://gis.santacruzcounty.us/gisweb/"">View GIS</a>","Assessed Values - <a href=""http://sccounty01.co.santa-cruz.ca.us/ASR/ParcelList/linkHREF?txtAPN=09227307&amp;outSide=true"" target=""_blank"">Click here</a>Taxes - <a href=""http://ttc.co.santa-cruz.ca.us/TaxBills/"" target=""_blank"">Click here</a>","$2,328.00",011-UNBUILDABLE LOT,
1080187,"Santa Cruz County, CA: PIN: 095-181-12",<a target='_blank' href='https://www.bid4assets.com/mvc/auction/1080187'>Link</a>,CA,"$3,700",$100,0,"$3,700",In Preview,03-03-23 11:00 AM ET,03-07-23 03:00 PM ET,"$3,035",095-181-12,"<a href=""https://www.bid4assets.com/mvc/info/sfid11629/Legals/095-181-12.pdf"" target=""_blank"">Click here</a>",CA,"<a target=""_blank"" href=""https://www.bid4assets.com/mvc/info/sfid11629/Maps/095-181-12.pdf"">View Parcel Map</a>","<a target=""_blank"" href=""https://gis.santacruzcounty.us/gisweb/"">View GIS</a>","Assessed Values - <a href=""http://sccounty01.co.santa-cruz.ca.us/ASR/ParcelList/linkHREF?txtAPN=09518112&amp;outSide=true"" target=""_blank"">Click here</a>Taxes - <a href=""http://ttc.co.santa-cruz.ca.us/TaxBills/"" target=""_blank"">Click here</a>","$18,808.00",052-5-19.9 ACRE/RURAL,
1080188,"Santa Cruz County, CA: PIN: 096-161-11",<a target='_blank' href='https://www.bid4assets.com/mvc/auction/1080188'>Link</a>,23910 SUMMIT RD CA,"$32,900",$100,0,"$32,900",In Preview,03-03-23 11:00 AM ET,03-07-23 03:00 PM ET,"$3,035",096-161-11,"<a href=""https://www.bid4assets.com/mvc/info/sfid11629/Legals/096-161-11.pdf"" target=""_blank"">Click here</a>","23910 SUMMIT RD, CA","<a target=""_blank"" href=""https://www.bid4assets.com/mvc/info/sfid11629/Maps/096-161-11.pdf"">View Parcel Map</a>","<a target=""_blank"" href=""https://gis.santacruzcounty.us/gisweb/"">View GIS</a>","Assessed Values - <a href=""http://sccounty01.co.santa-cruz.ca.us/ASR/ParcelList/linkHREF?txtAPN=09616111&amp;outSide=true"" target=""_blank"">Click here</a>Taxes - <a href=""http://ttc.co.santa-cruz.ca.us/TaxBills/"" target=""_blank"">Click here</a>","$66,202.00",061-HOMESITE/1-4.9 ACRES,,"<font color=""red""><b>The Minimum Bid Amount Was Updated On February 9th, 2023 at 9:20 AM ET (6:20 AM PT)</b></font>"
1080190,"Santa Cruz County, CA: PIN: 097-241-01",<a target='_blank' href='https://www.bid4assets.com/mvc/auction/1080190'>Link</a>,CA,"$6,000",$100,0,"$6,000",In Preview,03-03-23 11:00 AM ET,03-07-23 03:00 PM ET,"$3,035",097-241-01,"<a href=""https://www.bid4assets.com/mvc/info/sfid11629/Legals/097-241-01.pdf"" target=""_blank"">Click here</a>",CA,"<a target=""_blank"" href=""https://www.bid4assets.com/mvc/info/sfid11629/Maps/097-241-01.pdf"">View Parcel Map</a>","<a target=""_blank"" href=""https://gis.santacruzcounty.us/gisweb/"">View GIS</a>","Assessed Values - <a href=""http://sccounty01.co.santa-cruz.ca.us/ASR/ParcelList/linkHREF?txtAPN=09724101&amp;outSide=true"" target=""_blank"">Click here</a>Taxes - <a href=""http://ttc.co.santa-cruz.ca.us/TaxBills/"" target=""_blank"">Click here</a>","$6,017.00",051-1-4.9 ACRE/RURAL,,
1080191,"Santa Cruz County, CA: PIN: 100-211-20",<a target='_blank' href='https://www.bid4assets.com/mvc/auction/1080191'>Link</a>,CA,"$16,700",$100,0,"$16,700",In Preview,03-03-23 11:00 AM ET,03-07-23 03:00 PM ET,"$3,035",100-211-20,"<a href=""https://www.bid4assets.com/mvc/info/sfid11629/Legals/100-211-20.pdf"" target=""_blank"">Click here</a>",CA,"<a target=""_blank"" href=""https://www.bid4assets.com/mvc/info/sfid11629/Maps/100-211-20.pdf"">View Parcel Map</a>","<a target=""_blank"" href=""https://gis.santacruzcounty.us/gisweb/"">View GIS</a>","Assessed Values - <a href=""http://sccounty01.co.santa-cruz.ca.us/ASR/ParcelList/linkHREF?txtAPN=10021120&amp;outSide=true"" target=""_blank"">Click here</a>Taxes - <a href=""http://ttc.co.santa-cruz.ca.us/TaxBills/"" target=""_blank"">Click here</a>","$94,819.00",051-1-4.9 ACRE/RURAL,,,YES
